energy_raw,prob,count
-62.08319936,0.469,938
-54.7234301,0.0565,113
-52.57047812,0.2995,599
-44.62571424,0.0205,41
-44.32959819,0.008,16
-44.28114957,0.1295,259
-40.20716432,0.0085,17
-38.19575049,0.004,8
-34.26910518,0.002,4
-28.99079957,0.0015,3
-26.44780547,0.0005,1
-26.27622382,0.0005,1
