energy_raw,prob,count
-62.08319936,0.4575,915
-54.7234301,0.0595,119
-52.57047812,0.302,604
-44.62571424,0.018,36
-44.32959819,0.0015,3
-44.28114957,0.137,274
-40.20716432,0.005,10
-38.19575049,0.0095,19
-34.26910518,0.005,10
-28.99079957,0.004,8
-26.44780547,0.0005,1
-26.27622382,0.0005,1
