energy,prob,count
-62.08319936,0.487,1948
-54.7234301,0.058,232
-52.57047812,0.29825,1193
-44.62571424,0.0135,54
-44.32959819,0.004,16
-44.28114957,0.126,504
-40.20716432,0.00475,19
-38.19575049,0.0045,18
-34.26910518,0.00175,7
-28.99079957,0.001,4
-26.44780547,0.001,4
-26.27622382,0.00025,1
