energy,prob,count
-62.08319936,0.465,465
-54.7234301,0.063,63
-52.57047812,0.312,312
-44.62571424,0.016,16
-44.32959819,0.002,2
-44.28114957,0.128,128
-40.20716432,0.004,4
-38.19575049,0.007,7
-34.26910518,0.001,1
-28.99079957,0.002,2
