energy_raw,prob,count
-62.08319936,0.468,936
-54.7234301,0.064,128
-52.57047812,0.286,572
-44.62571424,0.0155,31
-44.32959819,0.005,10
-44.28114957,0.141,282
-40.20716432,0.005,10
-38.19575049,0.006,12
-34.26910518,0.002,4
-28.99079957,0.0045,9
-26.44780547,0.0025,5
-26.27622382,0.0005,1
