energy_raw,prob,count
-62.08319936,0.4765,953
-54.7234301,0.0655,131
-52.57047812,0.303,606
-44.62571424,0.0165,33
-44.32959819,0.0025,5
-44.28114957,0.1225,245
-40.20716432,0.0025,5
-38.19575049,0.005,10
-34.26910518,0.0025,5
-28.99079957,0.003,6
-26.27622382,0.0005,1
