energy_raw,prob,count
-62.08319936,0.467,934
-54.7234301,0.07,140
-52.57047812,0.302,604
-44.62571424,0.018,36
-44.32959819,0.003,6
-44.28114957,0.132,264
-40.20716432,0.003,6
-38.19575049,0.003,6
-34.26910518,0.001,2
-28.99079957,0.0005,1
-26.44780547,0.0005,1
