energy_raw,prob,count
-62.08319936,0.479,958
-54.7234301,0.052,104
-52.57047812,0.3135,627
-44.62571424,0.0135,27
-44.32959819,0.003,6
-44.28114957,0.119,238
-40.20716432,0.0075,15
-38.19575049,0.007,14
-34.26910518,0.0015,3
-28.99079957,0.0015,3
-26.44780547,0.002,4
-26.27622382,0.0005,1
