energy_raw,prob,count
-62.08319936,0.4795,959
-54.7234301,0.058,116
-52.57047812,0.295,590
-44.62571424,0.0215,43
-44.32959819,0.0035,7
-44.28114957,0.1295,259
-40.20716432,0.0015,3
-38.19575049,0.004,8
-34.26910518,0.0025,5
-28.99079957,0.002,4
-26.44780547,0.002,4
-26.27622382,0.001,2
