energy_raw,prob,count
-62.08319936,0.4615,923
-54.7234301,0.0615,123
-52.57047812,0.3155,631
-44.62571424,0.0135,27
-44.32959819,0.0015,3
-44.28114957,0.1315,263
-40.20716432,0.003,6
-38.19575049,0.003,6
-34.26910518,0.004,8
-28.99079957,0.0045,9
-26.44780547,0.0005,1
