energy_raw,prob,count
-62.08319936,0.469,938
-54.7234301,0.0665,133
-52.57047812,0.2945,589
-44.62571424,0.016,32
-44.32959819,0.0045,9
-44.28114957,0.13,260
-40.20716432,0.0065,13
-38.19575049,0.0075,15
-34.26910518,0.0015,3
-28.99079957,0.003,6
-26.44780547,0.001,2
