energy_raw,prob,count
-62.08319936,0.494,494
-54.7234301,0.058,58
-52.57047812,0.294,294
-44.62571424,0.012,12
-44.32959819,0.003,3
-44.28114957,0.118,118
-40.20716432,0.005,5
-38.19575049,0.008,8
-34.26910518,0.002,2
-28.99079957,0.005,5
-26.44780547,0.001,1
