energy,prob,count
-62.08319936,0.455,455
-54.7234301,0.064,64
-52.57047812,0.299,299
-44.62571424,0.018,18
-44.32959819,0.001,1
-44.28114957,0.155,155
-40.20716432,0.003,3
-38.19575049,0.002,2
-34.26910518,0.002,2
-26.44780547,0.001,1
