energy_raw,prob,count
-62.08319936,0.458,916
-54.7234301,0.069,138
-52.57047812,0.294,588
-44.62571424,0.016,32
-44.32959819,0.0035,7
-44.28114957,0.15,300
-38.19575049,0.004,8
-34.26910518,0.0025,5
-28.99079957,0.002,4
-26.44780547,0.001,2
