energy_raw,prob,count
-62.08319936,0.4585,917
-54.7234301,0.0695,139
-52.57047812,0.2975,595
-44.62571424,0.0185,37
-44.32959819,0.0015,3
-44.28114957,0.1425,285
-38.19575049,0.0035,7
-34.26910518,0.004,8
-28.99079957,0.0025,5
-26.44780547,0.002,4
