energy_raw,prob,count
-62.08319936,0.4535,907
-54.7234301,0.062,124
-52.57047812,0.322,644
-44.62571424,0.013,26
-44.32959819,0.0035,7
-44.28114957,0.131,262
-40.20716432,0.0025,5
-38.19575049,0.0045,9
-34.26910518,0.001,2
-28.99079957,0.0045,9
-26.44780547,0.002,4
-26.27622382,0.0005,1
