energy_raw,prob,count
-62.08319936,0.456,912
-54.7234301,0.055,110
-52.57047812,0.3115,623
-44.62571424,0.0195,39
-44.32959819,0.002,4
-44.28114957,0.1495,299
-42.149551,0.0005,1
-40.20716432,0.0005,1
-38.19575049,0.0025,5
-34.26910518,0.001,2
-28.99079957,0.0015,3
-26.44780547,0.0005,1
