energy_raw,prob,count
-62.08319936,0.486,972
-54.7234301,0.064,128
-52.57047812,0.2945,589
-44.62571424,0.012,24
-44.32959819,0.001,2
-44.28114957,0.1265,253
-42.149551,0.0005,1
-40.20716432,0.0055,11
-38.19575049,0.0045,9
-34.26910518,0.001,2
-28.99079957,0.002,4
-26.44780547,0.002,4
-26.27622382,0.0005,1
