energy,prob,count
-62.08319936,0.46,460
-54.7234301,0.071,71
-52.57047812,0.285,285
-44.62571424,0.015,15
-44.32959819,0.003,3
-44.28114957,0.147,147
-40.20716432,0.006,6
-38.19575049,0.009,9
-34.26910518,0.001,1
-28.99079957,0.003,3
