energy,prob,count
-62.08319936,0.463,463
-54.7234301,0.07,70
-52.57047812,0.291,291
-44.62571424,0.02,20
-44.32959819,0.004,4
-44.28114957,0.134,134
-40.20716432,0.003,3
-38.19575049,0.001,1
-34.26910518,0.004,4
-28.99079957,0.008,8
-26.44780547,0.002,2
