energy,prob,count
-62.08319936,0.487,487
-54.7234301,0.038,38
-52.57047812,0.302,302
-44.62571424,0.014,14
-44.32959819,0.002,2
-44.28114957,0.141,141
-40.20716432,0.003,3
-38.19575049,0.005,5
-34.26910518,0.001,1
-28.99079957,0.004,4
-26.44780547,0.003,3
