energy_raw,prob,count
-62.08319936,0.467,934
-54.7234301,0.0625,125
-52.57047812,0.289,578
-44.62571424,0.02,40
-44.32959819,0.004,8
-44.28114957,0.1425,285
-40.20716432,0.003,6
-38.19575049,0.004,8
-34.26910518,0.0015,3
-28.99079957,0.0055,11
-26.44780547,0.0005,1
-26.27622382,0.0005,1
