energy_raw,prob,count
-62.08319936,0.455,910
-54.7234301,0.0615,123
-52.57047812,0.3,600
-44.62571424,0.014,28
-44.32959819,0.0025,5
-44.28114957,0.1555,311
-40.20716432,0.0005,1
-38.19575049,0.0055,11
-34.26910518,0.004,8
-28.99079957,0.0005,1
-26.44780547,0.001,2
