energy_raw,prob,count
-62.08319936,0.47,940
-54.7234301,0.0735,147
-52.57047812,0.299,598
-44.62571424,0.0135,27
-44.32959819,0.003,6
-44.28114957,0.124,248
-40.20716432,0.0055,11
-38.19575049,0.007,14
-34.26910518,0.002,4
-28.99079957,0.0015,3
-26.44780547,0.001,2
