energy_raw,prob,count
-62.08319936,0.4695,939
-54.7234301,0.061,122
-52.57047812,0.2935,587
-44.62571424,0.017,34
-44.32959819,0.0035,7
-44.28114957,0.1335,267
-40.20716432,0.004,8
-38.19575049,0.006,12
-34.26910518,0.005,10
-28.99079957,0.004,8
-26.44780547,0.0025,5
-26.27622382,0.0005,1
