energy_raw,prob,count
-62.08319936,0.4705,941
-54.7234301,0.0685,137
-52.57047812,0.2795,559
-44.62571424,0.017,34
-44.32959819,0.0025,5
-44.28114957,0.145,290
-42.149551,0.0015,3
-40.20716432,0.0025,5
-38.19575049,0.0065,13
-34.26910518,0.002,4
-28.99079957,0.0035,7
-26.44780547,0.001,2
