energy,prob,count
-62.08319936,0.454,454
-54.7234301,0.06,60
-52.57047812,0.328,328
-44.62571424,0.011,11
-44.32959819,0.006,6
-44.28114957,0.125,125
-42.149551,0.001,1
-40.20716432,0.005,5
-38.19575049,0.003,3
-34.26910518,0.002,2
-28.99079957,0.004,4
-26.44780547,0.001,1
