energy_raw,prob,count
-62.08319936,0.491,982
-54.7234301,0.0635,127
-52.57047812,0.289,578
-44.62571424,0.0095,19
-44.32959819,0.002,4
-44.28114957,0.139,278
-40.20716432,0.0005,1
-38.19575049,0.0035,7
-34.26910518,0.0015,3
-28.99079957,0.0005,1
