energy,prob,count
-62.08319936,0.493,493
-54.7234301,0.053,53
-52.57047812,0.295,295
-44.62571424,0.018,18
-44.32959819,0.003,3
-44.28114957,0.117,117
-40.20716432,0.006,6
-38.19575049,0.005,5
-34.26910518,0.003,3
-28.99079957,0.006,6
-26.44780547,0.001,1
