energy_raw,prob,count
-62.08319936,0.48,960
-54.7234301,0.062,124
-52.57047812,0.302,604
-44.62571424,0.0205,41
-44.32959819,0.001,2
-44.28114957,0.1215,243
-40.20716432,0.005,10
-38.19575049,0.0045,9
-34.26910518,0.0005,1
-28.99079957,0.0025,5
-26.44780547,0.0005,1
