energy_raw,prob,count
-62.08319936,0.488,976
-54.7234301,0.062,124
-52.57047812,0.296,592
-44.62571424,0.017,34
-44.32959819,0.0035,7
-44.28114957,0.119,238
-40.20716432,0.0045,9
-38.19575049,0.0055,11
-34.26910518,0.002,4
-28.99079957,0.002,4
-26.27622382,0.0005,1
