energy,prob,count
-62.08319936,0.493,493
-54.7234301,0.067,67
-52.57047812,0.282,282
-44.62571424,0.01,10
-44.32959819,0.003,3
-44.28114957,0.122,122
-40.20716432,0.007,7
-38.19575049,0.005,5
-34.26910518,0.007,7
-28.99079957,0.002,2
-26.44780547,0.002,2
