energy,prob,count
-62.08319936,0.46675,3734
-54.7234301,0.056875,455
-52.57047812,0.3005,2404
-44.62571424,0.018,144
-44.32959819,0.00525,42
-44.28114957,0.136125,1089
-42.149551,0.00025,2
-40.20716432,0.00525,42
-38.19575049,0.004625,37
-34.26910518,0.002375,19
-28.99079957,0.002875,23
-26.44780547,0.000875,7
-26.27622382,0.00025,2
