energy_raw,prob,count
-62.08319936,0.482,964
-54.7234301,0.0595,119
-52.57047812,0.294,588
-44.62571424,0.015,30
-44.32959819,0.0035,7
-44.28114957,0.131,262
-42.149551,0.0005,1
-40.20716432,0.004,8
-38.19575049,0.0035,7
-34.26910518,0.002,4
-28.99079957,0.003,6
-26.44780547,0.001,2
-26.27622382,0.001,2
