energy_raw,prob,count
-62.08319936,0.471,942
-54.7234301,0.0625,125
-52.57047812,0.2985,597
-44.62571424,0.0165,33
-44.28114957,0.138,276
-42.149551,0.001,2
-40.20716432,0.001,2
-38.19575049,0.004,8
-34.26910518,0.0015,3
-28.99079957,0.0035,7
-26.44780547,0.002,4
-26.27622382,0.0005,1
