energy,prob,count
-62.08319936,0.463,463
-54.7234301,0.045,45
-52.57047812,0.325,325
-44.62571424,0.011,11
-44.32959819,0.006,6
-44.28114957,0.136,136
-40.20716432,0.003,3
-38.19575049,0.006,6
-28.99079957,0.004,4
-26.44780547,0.001,1
