energy_raw,prob,count
-62.08319936,0.4505,901
-54.7234301,0.0665,133
-52.57047812,0.296,592
-44.62571424,0.0195,39
-44.32959819,0.002,4
-44.28114957,0.1515,303
-40.20716432,0.0005,1
-38.19575049,0.0085,17
-34.26910518,0.0015,3
-28.99079957,0.002,4
-26.44780547,0.0015,3
