energy_raw,prob,count
-62.08319936,0.452,904
-54.7234301,0.0635,127
-52.57047812,0.3045,609
-44.62571424,0.0145,29
-44.32959819,0.0015,3
-44.28114957,0.1505,301
-40.20716432,0.007,14
-38.19575049,0.0045,9
-34.26910518,0.001,2
-28.99079957,0.0005,1
-26.44780547,0.0005,1
