energy_raw,prob,count
-62.08319936,0.455,910
-54.7234301,0.0595,119
-52.57047812,0.3035,607
-44.62571424,0.0195,39
-44.32959819,0.0045,9
-44.28114957,0.144,288
-42.149551,0.0005,1
-40.20716432,0.0035,7
-38.19575049,0.005,10
-34.26910518,0.002,4
-28.99079957,0.002,4
-26.44780547,0.0005,1
-26.27622382,0.0005,1
