energy_raw,prob,count
-62.08319936,0.465,465
-54.7234301,0.055,55
-52.57047812,0.338,338
-44.62571424,0.012,12
-44.32959819,0.001,1
-44.28114957,0.118,118
-40.20716432,0.002,2
-38.19575049,0.004,4
-34.26910518,0.004,4
-26.44780547,0.001,1
