energy_raw,prob,count
-62.08319936,0.4615,923
-54.7234301,0.0535,107
-52.57047812,0.3085,617
-44.62571424,0.0215,43
-44.32959819,0.0015,3
-44.28114957,0.135,270
-40.20716432,0.007,14
-38.19575049,0.005,10
-34.26910518,0.0015,3
-28.99079957,0.0035,7
-26.44780547,0.001,2
-26.27622382,0.0005,1
