energy,prob,count
-62.08319936,0.483,483
-54.7234301,0.057,57
-52.57047812,0.306,306
-44.62571424,0.018,18
-44.32959819,0.004,4
-44.28114957,0.119,119
-40.20716432,0.003,3
-38.19575049,0.002,2
-34.26910518,0.004,4
-28.99079957,0.003,3
-26.44780547,0.001,1
