energy_raw,prob,count
-62.08319936,0.4665,933
-54.7234301,0.0605,121
-52.57047812,0.3085,617
-44.62571424,0.016,32
-44.32959819,0.0025,5
-44.28114957,0.1295,259
-40.20716432,0.003,6
-38.19575049,0.009,18
-34.26910518,0.0035,7
-28.99079957,0.001,2
